GEOID,Scenario,MinP,MaxP,AvgP,Ag50,Ag95,AgChn50,AgChn95,ChgAg50,ChgAg95,PercVacant,Distress,PrcNW
26004900011002,4,39.192,58.73866667,52.17466667,26.022,32.56533333,-6.809333333,-10.50266667,0.792596503,0.749145004,0.25297619,7.627036675,100
26004900013002,3,46.24054054,72.58621622,68.21918919,154.897027,241.0243243,63.24702703,88.95864865,1.690093039,1.585001502,0.045454545,-0.83739636,74.7706422
26004900016003,3,63.55829787,89.40595745,85.04382979,156.9014894,236.6138298,42.33617021,55.59319149,1.3695374,1.307109687,0.041262136,1.759018678,33.36956522
26004900109111,1,69.97,85.58,80.31,419.92,496.42,-0.08,-0.08,0.999809524,0.999838872, ,0.038259743,85.88709677
26004900109113,5,2.345,58.02416667,30.34583333,161.0225,220.78,2.468333333,7.451666667,1.021595075,1.034930506, ,1.491756339,37.6984127
26004900040002,1,62.99033333,74.5205,69.81866667,100.9275,189.1496667,38.03516667,99.147,1.604766347,2.120983617,0.089416058,4.701716305,20.53422371
26004900013004,4,39.87666667,72.94777778,62.56333333,86.53444444,180.2994444,-27.96944444,-6.009444444,0.755733672,0.967744725,0.195804196,4.341842958,58.25892857
26004900033001,6,61.44827586,72.97163793,69.74060345,41.00336207,51.24767241,-3.692413793,-6.437155172,0.923994983,0.888408175,0.084782609,2.231256301,67.54563895
26004900006002,2,40.56761905,59.63142857,50.94857143,41.66666667,48.06380952,16.81,16.58571429,1.65284289,1.526897011,0.392523364,9.440541505,100
26004900016003,0,80.51531915,89.47106383,86.8987234,114.5653191,181.0206383, , , , ,0.041262136,1.759018678,33.36956522
26004900033001,5,8.627586207,64.65655172,36.49827586,51.80887931,68.63577586,7.113103448,10.95094828,1.167493155,1.189841051,0.084782609,2.231256301,67.54563895
26004900036004,2,5.478478261,55.80869565,30.79793478,96.55434783,167.193913,19.84423913,45.98358696,1.258691318,1.379370211,0.045302013,6.746640632,23.27302632
26004900032001,1,66.22107143,77.26214286,72.6125,64.65035714,94.10071429,8.577857143,13.70607143,1.152977969,1.170484885,0.538461538,11.44487505,100
26004900038001,4,45.8554386,76.78175439,64.48307018,125.0785965,200.2012281,73.98701754,139.384386,2.448125485,2.977048717,0.538028169,6.949432311,37.28489484
26004900018002,5,86.356875,86.9625,86.65375,55.836875,59.12875,19.665625,17.2175,1.5436811,1.410808554,0.623655914,13.08541275,93.64049319
26004900008002,3,44.71,59.4235,56.5705,67.03725,76.70275,42.68025,46.2285,2.752278606,2.516969245,0.438938053,1.642302455,97.27463312
26004900004001,5,37.55868421,67.97105263,53.75973684,50.72552632,60.58526316,11.80026316,11.63,1.303151789,1.218217188,0.296758105,7.239114451,100
26004900015003,5,20.97294118,77.18117647,50.17941176,95.26235294,175.345,-20.29073171,-20.66317073,0.959447306,1.055842189,0.486238532,4.013915206,43.58974359
26004900026002,6,73.62222222,82.98044444,80.436,41.95688889,50.19844444,23.47755556,27.89222222,2.270476328,2.2504234,0.237885463,0.446063425,43.65671642
26004900135002,3,67.94611111,79.26861111,76.42944444,75.16833333,92.74277778,5.625,-4.000277778,1.08088482,0.958650492, ,4.497015797,50.55002619
26004900024001,6,72.70491803,78.84393443,76.86770492,19.8352459,23.87065574,3.070491803,3.525901639,1.183151616,1.173307656,0.154545455,-0.167672113,15.74239714
26004900022003,3,80.08214286,85.81964286,84.19107143,47.27821429,53.52821429,31.45678571,34.23928571,2.988239278,2.775074525,0.383098592,8.523355728,31.21019108
26004900006003,6,48.09090909,61.49,58.70727273,25.59454545,30.535,4.639545455,4.636363636,1.221405176,1.179019604,0.259825328,8.535156437,97.34042553
26004900012001,4,41.38365854,71.48853659,61.8402439,69.65317073,148.4382927,-16.04219512,-6.250243902,0.812799736,0.958545439,0.064220183,2.274414179,87.54448399
26004900027002,5,27.86285714,71.08107143,49.38571429,21.51214286,27.22321429,-6.615714286,-5.567142857,0.764798497,0.830220121,0.033240997,0.071361799,25.0499002
26004900135003,4,43.22623656,74.89741935,62.43516129,141.9339785,210.1173118,39.07623656,72.88419355,1.375644471,1.5310977, ,-1.728206419,30.22813688
26004900019002,1,82.27882353,89.36058824,86.11941176,28.67588235,32.34941176,6.449411765,6.907058824,1.290168056,1.271478776,0.062015504,14.05063566,56.63716814
26004900024002,3,73.2252381,78.45619048,76.80333333,25.09428571,30.36809524,3.557142857,3.037619048,1.165163173,1.111144022,0.042440318,6.506151873,35.13931889
26004900023001,6,77.6440678,82.96322034,81.34847458,26.9559322,32.78661017,6.06559322,7.677457627,1.290353987,1.305763311,0.356948229,7.13888717,59.21052632
26004900120063,2,43.29,76.15,59.63,15,19.44,1.78,2.86,1.134644478,1.172496984, ,2.94107615,11.22994652
26004900037003,2,25.06529412,75.39,50.54911765,105.9411765,187.3755882,5.549705882,22.64411765,1.05843498,1.143717698,0.52,-0.850280879,20.19950125
26004900003002,1,62.1134375,72.76375,69.36875,34.628125,42.3615625,-8.1146875,-11.3215625,0.810150829,0.789103885,0.109660574,7.039823584,100
26004900030003,6,71.90566038,82.81207547,79.86792453,53.64292453,72.24603774,22.48632075,32.87820755,1.721719251,1.83515417,0.032921811,-0.714788525,29.6402056
26004900031002,3,70.11352,77.81048,75.62488,47.1332,54.3732,4.0756,4.68472,1.094654602,1.094281813,0.149321267,2.676730101,88.46863469
26004900037002,0,66.5422973,74.16932432,71.50513514,104.8610811,175.677973, , , , ,0.350574713,2.531895654,25.68421053
26004900040002,6,60.93442623,75.17295082,71.52196721,61.44213115,73.18885246,-0.999344262,-15.99131148,0.976941511,0.820685332,0.089416058,4.701716305,20.53422371
26004900040004,0,69.20541667,75.24729167,72.83333333,84.88291667,104.4616667, , , , ,0.078431373,1.947641699,8.194905869
26004900108122,5,26.215,73.12,50.175,169.975,244.93,27.01,49.8,1.18892736,1.255214472,0,3.997213128,64.64699684
26004900019003,6,77.2195122,82.44634146,80.70731707,24.48853659,27.93731707,3.00902439,3.11097561,1.140088116,1.125309467,0.18251928,2.050093952,22.86198137
26004900017001,0,60.56965517,65.01896552,63.5837931,32.25275862,43.13551724, , , , ,0.578947368,7.165192062,95.46599496
26004900013001,1,57.59375,74.0565625,69.45765625,71.9546875,101.4828125,-6.936875,-11.92140625,0.912070762,0.894876872,0.138947368,-1.246871104,91.32321041
26004900024001,3,73.79836066,78.94934426,77.32213115,19.84098361,23.42901639,3.076229508,3.084262295,1.183493864,1.151599881,0.154545455,-0.167672113,15.74239714
26004900035002,3,58.84264706,69.40558824,66.68014706,52.98735294,65.49470588,-0.091029412,-3.835588235,0.998285,0.944676591,0.070032573,1.377479215,17.77944486
26004900005001,4,50.12807692,71.08076923,63.97153846,36.84692308,45.08653846,-11.22807692,-15.37538462,0.766446658,0.745701363,0.051948052,3.929492975,97.45417515
26004900110103,1,60.48833333,72.13333333,67.34833333,105.4883333,170.1016667,-24.945,11.68666667,0.808752875,1.073772475, ,-0.375554104,5.054151625
26004900011001,3,52.59837838,66.65378378,63.90054054,63.74027027,79.44027027,16.96054054,20.19216216,1.180671978,1.340806868,0.545905707,7.454792631,100
26004900016002,4,41.35387755,74.69897959,64.31142857,79.77469388,162.6220408,-33.39530612,-17.59612245,0.704910258,0.902362103,0.169491525,8.670600336,88.48
26004900135004,4,44.53684211,76.16798246,63.73052632,115.0892105,179.8765789,51.86105263,87.42473684,1.820220838,1.945624607, ,2.214434786,25.48476454
26004900036005,3,51.46390244,69.60829268,65.91878049,108.0619512,142.2026829,24.3002439,15.32365854,1.290111612,1.120773773,0.062330623,2.292891481,37.5862069
26004900017001,6,47.2,65.436,61.591,93.466,107.156,57.164,56.109,2.984719075,2.099163516,0.578947368,7.165192062,95.46599496
26004900002003,5,38.16731707,68.79536585,54.50317073,37.99170732,47.58682927,-4.14547619,-4.863571429,0.921399324,0.928647244,0.383333333,6.435448771,97.31343284
26004900040002,4,39.87916667,71.41466667,58.99016667,134.5023333,206.2898333,71.61,116.2871667,2.138612549,2.313180692,0.089416058,4.701716305,20.53422371
26004900027003,6,71.1,77.8414,75.6676,32.2586,37.366,5.1994,5.7336,1.192149066,1.181257192,0.082089552,7.760794639,29.5212766
26004900004002,1,53.89204545,63.00431818,60.06068182,47.75727273,56.96772727,16.06295455,18.94977273,1.506808648,1.770788051,0.540816327,5.325055261,100
26004900109113,4,30.13833333,62.50083333,50.17083333,168.7366667,230.8208333,10.1825,17.4925,1.070537022,1.081998016, ,1.491756339,37.6984127
26004900001002,2,48.77432432,72.28513514,61.59081081,37.48648649,51.22756757,-9.467837838,-6.485135135,0.798360684,0.887630715,0.053291536,5.484486321,98.33659491
26004900006001,2,44.06454545,64.86136364,55.37022727,23.59090909,30.12181818,-2.696590909,-3.3375,0.894928394,0.887730177,0.401685393,2.098863975,88.2231405
26004900036005,1,54.21243902,68.8004878,63.58463415,104.3495122,186.6378049,20.58780488,59.75878049,1.245790177,1.470990227,0.062330623,2.292891481,37.5862069
26004900026003,6,73.10714286,81.52857143,79.14392857,34.61428571,44.52535714,12.39392857,18.34785714,1.557773599,1.70090181,0.191780822,5.598936456,35.83138173
26004900011002,1,49.38733333,60.01666667,56.82333333,32.07333333,40.366,-0.758,-2.702,0.976912299,0.928594433,0.25297619,7.627036675,100
26004900011003,1,47.93697674,62.79860465,58.5927907,41.90651163,56.44186047,6.488372093,9.346046512,1.183193476,1.201291309,0.553271028,2.785026385,96.06741573
26004900037004,4,32.52132075,64.72415094,52.39792453,115.4901887,184.6256604,39.46528302,60.86396226,1.519109924,1.49178351,0.038338658,5.466055039,36.11738149
26004900020001,2,57.144,68.80266667,63.49383333,34.35,40.8865,16.5425,18.96,1.929284153,1.86470709,0.640316206,3.527539727,100
26004900028001,3,74.14701613,87.90629032,84.96314516,46.58895161,65.68387097,-3.806612903,-5.344354839,0.926493463,0.924757309,0.297709924,-1.382213589,59.49367089
26004900010001,1,55.26208955,66.57626866,63.16820896,37.8458209,47.91164179,-2.264776119,-7.277014925,0.943536714,0.877889944,0.105932203,5.310541902,99.16897507
26004900007001,3,53.54047619,72.22857143,68.75,53.63142857,72.42285714,8.89047619,15.62238095,1.198710034,1.275039612,0.244274809,0.032298384,100
26004900007002,2,44.71977273,67.91386364,57.23909091,33.27272727,40.34659091,3.471818182,1.902954545,1.116500412,1.049499858,0.297229219,9.946497756,100
26004900030003,4,48.93132075,79.06688679,66.99735849,50.30179245,71.35160377,19.14518868,31.98377358,1.614482529,1.81243425,0.032921811,-0.714788525,29.6402056
26004900136001,0,82.07190476,88.02809524,86.12666667,31.5347619,41.75857143, , , , , ,7.23616929,82.86978508
26004900019002,0,86.4,89.91647059,88.21823529,22.22647059,25.44235294, , , , ,0.062015504,14.05063566,56.63716814
26004900109112,6,47.55555556,71.68666667,66.85444444,189.56,264.4255556,26.08555556,42.82888889,1.159569624,1.193274066,0.25,0.501698804,63.62476069
26004900108122,1,59.91,76.375,71.765,150.78,189.37,7.815,-5.76,1.054663729,0.970481218,0,3.997213128,64.64699684
26004900008002,2,39.98,57.78451613,49.64580645,66.16129032,73.03419355,41.73774194,42.4516129,2.716315241,2.396587071,0.438938053,1.642302455,97.27463312
26004900009002,4,46.96347826,69.37065217,61.86152174,32.45173913,42.04608696,-8.96,-13.08934783,0.78363623,0.765925194,0.165876777,10.79431983,94.3620178
26004900113012,3,61.62,72.61,69.83,118.5,135.98,8.97,-4.22,1.081895371,0.969900143, ,0.371870943,2.435192459
26004900026001,2,29.6,80.25089552,54.77462687,73.8358209,94.39910448,36.28283582,49.92626866,1.966177143,2.122623906,0.361111111,2.494503169,20.53872054
26004900037002,3,56.77283784,74.14878378,70.61256757,122.4455405,192.5964865,17.58445946,16.91851351,1.167043271,1.096304125,0.350574713,2.531895654,25.68421053
26004900011003,0,57.46244444,63.74822222,61.84733333,35.49333333,47.00977778, , , , ,0.553271028,2.785026385,96.06741573
26004900027002,6,71.10714286,77.58,75.47678571,31.94464286,37.39071429,3.816785714,4.600357143,1.135694152,1.140296037,0.033240997,0.071361799,25.0499002
26004900029002,5,19.31314286,75.09485714,47.08057143,76.38114286,119.6174286,32.09485714,66.06285714,1.72471323,2.233561494,0.196428571,3.146263137,68.8976378
26004900120072,0,82.42,82.52,82.48,6.49,8.79, , , , , ,-0.405253472,4.545454545
26004900015003,2,24.30117647,77.65411765,54.245,105.1176471,187.5611765,3.287058824,18.05117647,1.058706196,1.129402054,0.486238532,4.013915206,43.58974359
26004900007002,0,64.09888889,70.77333333,68.80177778,29.97555556,38.59288889, , , , ,0.297229219,9.946497756,100
26004900007003,2,40.7902439,64.26341463,53.45195122,31.26829268,38.79121951,-5.936097561,-8.272926829,0.840446315,0.824220187,0.209677419,3.05822307,100
26004900016004,6,50.67073171,75.05012195,70.19695122,158.317439,230.3726829,20.16439024,32.76402439,1.145956897,1.165802575,0.077647059,7.137711873,52.70880361
26004900019001,2,53.36947368,82.01473684,67.60947368,75.26315789,79.67210526,7.171052632,8.624736842,1.10531401,1.153723477,0.380208333,9.557031588,59.08028059
26004900108122,0,68.205,77.155,74.705,142.965,195.13, , , , ,0,3.997213128,64.64699684
26004900109112,5,8.183333333,63.64666667,36.18333333,123.0222222,185.6844444,-40.45222222,-35.91222222,0.752547119,0.837938798,0.25,0.501698804,63.62476069
26004900024001,1,69.15180328,78.06360656,74.08639344,19.35229508,24.52606557,2.587540984,4.181311475,1.154344106,1.205522832,0.154545455,-0.167672113,15.74239714
26004900012002,1,53.43146341,69.21792683,64.80341463,53.25353659,68.77146341,-8.464390244,-14.77914634,0.86285362,0.823111448,0.028571429,5.01722939,95.49428379
26004909801001,4,85.66833333,87.36,86.77416667,95.89083333,101.2883333,70.5075,72.03083333,3.77770847,2.800340982, ,-4.499793748, 
26004900033001,0,67.33163793,73.12956897,70.76293103,44.69577586,57.68482759, , , , ,0.084782609,2.231256301,67.54563895
26004900027003,1,67.2764,77.0164,72.742,34.9858,44.2296,7.9266,12.5972,1.29293549,1.39823725,0.082089552,7.760794639,29.5212766
26004900009001,2,41.07422222,68.79355556,55.916,35.42222222,44.33177778,-10.25111111,-12.58155556,0.77555588,0.778934833,0.268096515,0.229742567,90.69264069
26004900030002,6,71.29166667,80.54375,77.88847222,28.12680556,36.55861111,1.362916667,4.855694444,1.050923716,1.153162389,0.050251256,0.186652116,35.75129534
26004900024003,3,72.47458333,77.79375,76.113125,38.358125,43.8475,5.104166667,6.041666667,1.149493981,1.15980779,0.087628866,1.520638208,39.27007299
26004900024003,0,73.81625,77.70270833,75.90958333,33.25395833,37.80583333, , , , ,0.087628866,1.520638208,39.27007299
26004900001001,3,54.6065,71.56333333,68.25766667,89.1435,109.5561667,17.8885,27.28616667,1.251049049,1.331666059,0.116455696,5.9246322,98.53137517
26004900023001,1,74.74,82.30694915,79.01305085,17.58966102,20.80050847,-3.300677966,-4.308644068,0.841999789,0.828403445,0.356948229,7.13888717,59.21052632
26004900001003,1,64.73205882,74.89058824,71.59617647,42.59352941,53.51882353,-1.437647059,-0.54,0.967349338,0.987057534,0.093862816,4.993387944,89.93902439
26004900011001,2,45.26297297,64.23108108,55.48594595,51,64.75972973,4.22027027,5.511621622,0.944681763,1.09302612,0.545905707,7.454792631,100
26004900009003,3,48.64723684,67.12815789,63.71342105,59.66789474,86.60657895,17.13513158,30.80289474,1.408065479,1.551986758,0.30781759,3.061975894,97.57975798
26004900113011,4,36.78,68.24,55.79,130.9,212.42,-38.35,-54.72,0.773412112,0.795163585, ,5.193631876,59.27835052
26004900037001,3,54.38488372,70.84139535,67.41790698,117.314186,187.7283721,22.02162791,27.75023256,1.231094939,1.173462653,0.16064257,-0.513690625,39.64285714
26004900026003,4,49.43321429,77.82642857,66.27107143,25.65321429,31.61035714,3.432857143,5.432857143,1.154491538,1.20753919,0.191780822,5.598936456,35.83138173
26004900010001,0,60.24791045,67.11447761,65.13,40.11059701,55.18865672, , , , ,0.105932203,5.310541902,99.16897507
26004900135004,0,74.05706897,80.13948276,77.74025862,62.99189655,92.25, , , , , ,2.214434786,25.48476454
26004900015002,6,61.03846154,82.14115385,78.02769231,67.89730769,130.0938462,-1.797307692,16.99923077,0.971244969,1.150309815,0.737804878,1.937386412,60.49382716
26004909800001,6,59.25,73.6975,69.835,210.445,222.7725,23.57,-8.285,1.378972544,0.964143125, ,-4.499793748,38.0952381
26004900029001,3,75.24574074,81.50962963,79.85611111,25.175,29.96722222,-16.14351852,-18.69388889,0.609290965,0.615835141,0.257042254,0.637531556,51.82849937
26004900018002,1,86.559375,86.984375,86.756875,64.1625,67.318125,27.99125,25.406875,1.773853544,1.606206567,0.623655914,13.08541275,93.64049319
26004900036006,0,71.51195122,79.24585366,76.51487805,123.6523171,184.3806098, , , , ,0.040345821,-0.82638106,49.35064935
26004900010002,4,39.80123077,67.09415385,58.16507692,40.39138462,70.32061538,-17.45784615,-41.53492308,0.69821818,0.615839701,0.255144033,4.094846618,95.94594595
26004900036003,1,48.18425,63.1785,57.904,107.26325,197.003,13.28925,44.36925,1.141414115,1.290690951,0.053864169,1.749622149,44.24686192
26004900029002,1,72.00685714,82.768,78.29428571,39.43742857,52.91857143,-4.848857143,-0.636,0.89051109,0.988124263,0.196428571,3.146263137,68.8976378
26004900022004,1,74.22043478,81.84130435,78.59217391,17.56347826,22.10782609,2.577391304,3.583913043,1.17198561,1.193474944,0.738562092,5.807208456,44.94949495
26004900036003,5,0.07225,55.6935,28.0695,96.77975,162.04475,2.80575,9.411,1.029856662,1.061657399,0.053864169,1.749622149,44.24686192
26004900040002,3,64.20278689,75.40639344,72.60590164,70.87606557,88.74196721,8.434590164,-0.438196721,1.126942853,0.995086388,0.089416058,4.701716305,20.53422371
26004900030001,0,75.73610169,80.68813559,78.64220339,18.94220339,23.4440678, , , , ,0.042154567,1.036544498,51.50501672
26004900008002,1,50.76975,59.18125,56.5535,24.10975,29.7305,-0.24725,-0.74375,0.989848914,0.975594149,0.438938053,1.642302455,97.27463312
26004900036001,2,12.21698113,62.44396226,37.73245283,100.3773585,171.8515094,-32.08528302,-23.2909434,0.757778626,0.880646456,0.132492114,5.789496494,54.84444444
26004900024001,4,50.96655738,75.53721311,65.26081967,18.40934426,22.67360656,1.644590164,2.328852459,1.098098079,1.114469433,0.154545455,-0.167672113,15.74239714
26004900136001,1,72.13333333,87.18142857,82.79619048,52.26738095,81.31547619,20.73261905,39.55690476,1.657452849,1.947276293, ,7.23616929,82.86978508
26004900028001,0,81.60266129,87.91508065,85.66604839,50.39556452,71.02822581, , , , ,0.297709924,-1.382213589,59.49367089
26004900031002,4,44.61328,73.9064,61.95008,51.61952,59.35752,8.56192,9.66904,1.198848055,1.194593193,0.149321267,2.676730101,88.46863469
26004900007001,1,59.80380952,71.75666667,68.11619048,40.23190476,50.77714286,-4.509047619,-6.023333333,0.899218783,0.893956288,0.244274809,0.032298384,100
26004900017001,1,54.60689655,64.36344828,61.15137931,58.51448276,69.33793103,27.19964286,26.20241379,1.868586362,1.358315494,0.578947368,7.165192062,95.46599496
26004900006003,3,48.74,61.56636364,59.04954545,29.22954545,35.73590909,8.274545455,9.837272727,1.394872129,1.379837478,0.259825328,8.535156437,97.34042553
26004900034001,2,16.82454545,67.65454545,42.07181818,49.72727273,58.35,11.91727273,14.39545455,1.315188382,1.327507756,0.75,18.66349133,97.53424658
26004900024002,1,68.4647619,77.55190476,73.49952381,24.54380952,33.62619048,3.006666667,6.295714286,1.139603785,1.230355089,0.042440318,6.506151873,35.13931889
